"schoolid","schoolname","calendaryear","totaljd","hispanicjd","amindianjd","asianjd","blackjd","nathawjd","twoormorejd","minorityjd","whitejd","nonresalienjd","unknownjd","menjd","hispanicmenjd","amindianmenjd","asianmenjd","blackmenjd","nathawmenjd","twoormoremenjd","minoritymenjd","whitemenjd","nonresalienmenjd","unknownmenjd","womenjd","hispanicwomenjd","amindianwomenjd","asianwomenjd","blackwomenjd","nathawwomenjd","twoormorewomenjd","minoritywomenjd","whitewomenjd","nonresalienwomenjd","unknownwomenjd","otherjd","hispanicotherjd","amindianotherjd","asianotherjd","blackotherjd","nathawotherjd","twoormoreotherjd","minorityotherjd","whiteotherjd","nonresalienotherjd","unknownotherjd","totalftjd","fthispanicjd","ftamindjd","ftasianjd","ftblackjd","ftnathawjd","fttwoormorejd","ftminorityjd","ftwhitejd","ftnonresalienjd","ftunknownjd","totalptjd","pthispanicjd","ptamindjd","ptasianjd","ptblackjd","ptnathawjd","pttwoormorejd","ptminorityjd","ptwhitejd","ptnonresalienjd","ptunknownjd","totaljd1","hispanicjd1","amindianjd1","asianjd1","blackjd1","nathawjd1","twoormorejd1","minorityjd1","whitejd1","nonresalienjd1","unknownjd1","amindianmenjd1","amindianotherjd1","amindianwomenjd1","asianmenjd1","asianotherjd1","asianwomenjd1","blackmenjd1","blackotherjd1","blackwomenjd1","hispanicmenjd1","hispanicotherjd1","hispanicwomenjd1","minoritymenjd1","minorityotherjd1","minoritywomenjd1","nathawmenjd1","nathawotherjd1","nathawwomenjd1","nonresalienmenjd1","nonresalienotherjd1","nonresalienwomenjd1","twoormoremenjd1","twoormoreotherjd1","twoormorewomenjd1","unknownmenjd1","unknownotherjd1","unknownwomenjd1","whitemenjd1","whiteotherjd1","whitewomenjd1","menjd1","otherjd1","womenjd1","totaljd2","amindianjd2","amindianmenjd2","amindianotherjd2","amindianwomenjd2","asianjd2","asianmenjd2","asianotherjd2","asianwomenjd2","blackjd2","blackmenjd2","blackotherjd2","blackwomenjd2","hispanicjd2","hispanicmenjd2","hispanicotherjd2","hispanicwomenjd2","minorityjd2","minoritymenjd2","minorityotherjd2","minoritywomenjd2","nathawjd2","nathawmenjd2","nathawotherjd2","nathawwomenjd2","nonresalienjd2","nonresalienmenjd2","nonresalienotherjd2","nonresalienwomenjd2","twoormorejd2","twoormoremenjd2","twoormoreotherjd2","twoormorewomenjd2","unknownjd2","unknownmenjd2","unknownotherjd2","unknownwomenjd2","whitejd2","whitemenjd2","whiteotherjd2","whitewomenjd2","menjd2","otherjd2","womenjd2","totaljd3","amindianjd3","amindianmenjd3","amindianotherjd3","amindianwomenjd3","asianjd3","asianmenjd3","asianotherjd3","asianwomenjd3","blackjd3","blackmenjd3","blackotherjd3","blackwomenjd3","hispanicjd3","hispanicmenjd3","hispanicotherjd3","hispanicwomenjd3","minorityjd3","minoritymenjd3","minorityotherjd3","minoritywomenjd3","nathawjd3","nathawmenjd3","nathawotherjd3","nathawwomenjd3","nonresalienjd3","nonresalienmenjd3","nonresalienotherjd3","nonresalienwomenjd3","twoormorejd3","twoormoremenjd3","twoormoreotherjd3","twoormorewomenjd3","unknownjd3","unknownmenjd3","unknownotherjd3","unknownwomenjd3","whitejd3","whitemenjd3","whiteotherjd3","whitewomenjd3","menjd3","otherjd3","womenjd3","totaljd4","amindianjd4","amindianmenjd4","amindianotherjd4","amindianwomenjd4","asianjd4","asianmenjd4","asianotherjd4","asianwomenjd4","blackjd4","blackmenjd4","blackotherjd4","blackwomenjd4","hispanicjd4","hispanicmenjd4","hispanicotherjd4","hispanicwomenjd4","minorityjd4","minoritymenjd4","minorityotherjd4","minoritywomenjd4","nathawjd4","nathawmenjd4","nathawotherjd4","nathawwomenjd4","nonresalienjd4","nonresalienmenjd4","nonresalienotherjd4","nonresalienwomenjd4","twoormorejd4","twoormoremenjd4","twoormoreotherjd4","twoormorewomenjd4","unknownjd4","unknownmenjd4","unknownotherjd4","unknownwomenjd4","whitejd4","whitemenjd4","whiteotherjd4","whitewomenjd4","menjd4","otherjd4","womenjd4"
"00150900","Nova Southeastern University","2016","714","251","3","17","71","2","7","351","297","36","30","316","95","2","3","27","0","1","128","162","11","15","398","156","1","14","44","2","6","223","135","25","15","0","0","0","0","0","0","0","0","0","0","0","553","192","3","15","42","2","3","257","247","31","18","161","59","0","2","29","0","4","94","50","5","12","224","80","1","4","19","0","2","106","105","6","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00150900","Nova Southeastern University","2017","704","258","3","23","62","3","13","362","292","26","24","323","96","2","0","25","0","6","129","167","13","14","381","162","1","23","37","3","7","233","125","13","10","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","279","104","0","12","25","1","9","151","109","11","8","0","0","0","0","0","12","11","0","14","38","0","66","55","0","96","0","0","1","7","0","4","6","0","3","5","0","3","60","0","49","127","0","152","231","1","1","0","0","3","0","0","3","13","5","0","8","91","31","0","60","111","37","0","74","0","0","0","0","5","2","0","3","3","0","0","3","7","5","0","2","108","60","0","48","104","0","127","194","2","1","0","1","8","0","0","8","24","9","0","15","63","27","0","36","100","37","0","63","2","0","0","2","10","4","0","6","1","0","0","1","9","4","0","5","75","47","0","28","92","0","102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00150900","Nova Southeastern University","2018","636","233","1","16","58","2","13","323","277","9","27","297","86","1","2","24","0","7","120","158","6","13","339","147","0","14","34","2","6","203","119","3","14","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","203","66","0","5","18","1","3","93","91","4","15","0","0","0","2","0","3","8","0","10","24","0","42","36","0","57","0","0","1","2","0","2","2","0","1","7","0","8","53","0","38","98","0","105","185","0","0","0","0","7","0","0","7","16","9","0","7","73","31","0","42","104","45","0","59","1","0","0","1","2","2","0","0","7","5","0","2","3","1","0","2","76","47","0","29","95","0","90","222","1","1","0","0","3","0","0","3","24","7","0","17","81","26","0","55","112","34","0","78","0","0","0","0","3","2","0","1","3","0","0","3","5","2","0","3","102","53","0","49","91","0","131","26","0","0","0","0","1","0","0","1","0","0","0","0","13","5","0","8","14","5","0","9","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","8","5","0","3","13","0","13"
"00150900","Nova Southeastern University","2019","621","234","0","15","53","4","14","320","254","26","21","294","93","0","4","23","1","8","129","140","15","10","327","141","0","11","30","3","6","191","114","11","11","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","213","86","0","3","13","1","5","108","87","11","7","0","0","0","2","0","1","6","0","7","39","0","47","50","0","58","1","0","0","4","0","7","2","0","3","2","0","5","43","0","44","99","0","114","186","0","0","0","0","3","1","0","2","21","8","0","13","62","20","0","42","90","30","0","60","2","0","0","2","6","4","0","2","2","1","0","1","8","5","0","3","82","47","0","35","86","0","100","191","0","0","0","0","9","1","0","8","14","8","0","6","71","29","0","42","102","43","0","59","1","0","0","1","8","6","0","2","7","5","0","2","5","2","0","3","76","47","0","29","98","0","93","31","0","0","0","0","0","0","0","0","5","1","0","4","15","5","0","10","20","6","0","14","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","9","3","0","6","11","0","20"
"00153101","Stetson University","2011","1080","124","14","29","62","1","0","230","756","12","82","544","62","4","15","21","0","0","102","390","6","46","536","62","10","14","41","1","0","128","366","6","36","","","","","","","","","","","","855","101","10","21","57","0","0","189","587","12","67","225","23","4","8","5","1","0","41","169","0","15","349","52","8","13","17","0","0","90","233","3","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00153101","Stetson University","2012","1004","124","15","31","61","0","8","239","696","14","55","514","63","8","11","21","0","4","107","372","7","28","490","61","7","20","40","0","4","132","324","7","27","","","","","","","","","","","","778","97","13","22","53","0","7","192","530","13","43","226","27","2","9","8","0","1","47","166","1","12","311","36","7","12","18","0","1","74","220","5","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00153101","Stetson University","2013","927","112","12","39","50","0","3","216","663","10","38","456","51","7","10","17","0","1","86","342","5","23","471","61","5","29","33","0","2","130","321","5","15","","","","","","","","","","","","701","91","10","28","43","0","2","174","493","7","27","226","21","2","11","7","0","1","42","170","3","11","269","26","0","14","14","0","0","54","205","1","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00153101","Stetson University","2014","865","110","10","34","48","0","0","202","611","9","43","434","53","5","7","22","0","0","87","318","6","23","431","57","5","27","26","0","0","115","293","3","20","0","0","0","0","0","0","0","0","0","0","0","667","85","6","27","40","0","0","158","467","8","34","198","25","4","7","8","0","0","44","144","1","9","247","40","2","7","15","0","0","64","162","5","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00153101","Stetson University","2015","836","122","6","33","49","0","0","210","568","10","48","406","53","2","11","25","0","0","91","276","7","32","430","69","4","22","24","0","0","119","292","3","16","0","0","0","0","0","0","0","0","0","0","0","672","98","2","25","43","0","0","168","457","9","38","164","24","4","8","6","0","0","42","111","1","10","250","40","4","10","14","0","0","68","164","2","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00153101","Stetson University","2016","821","125","12","32","53","0","0","222","544","7","48","406","58","5","13","25","0","0","101","271","6","28","415","67","7","19","28","0","0","121","273","1","20","0","0","0","0","0","0","0","0","0","0","0","687","112","7","25","48","0","0","192","447","7","41","134","13","5","7","5","0","0","30","97","0","7","271","39","4","12","21","0","0","76","188","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00153101","Stetson University","2017","791","120","3","23","47","0","28","221","551","6","13","376","44","2","13","18","0","16","93","270","4","9","415","76","1","10","29","0","12","128","281","2","4","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","439","58","1","12","24","0","18","113","319","5","2","1","0","0","7","0","5","7","0","17","22","0","36","49","0","64","0","0","0","3","0","2","12","0","6","0","0","2","166","0","153","218","0","221","203","1","1","0","0","7","4","0","3","12","5","0","7","42","15","0","27","70","29","0","41","0","0","0","0","0","0","0","0","8","4","0","4","2","2","0","0","131","61","0","70","92","0","111","149","1","0","0","1","4","2","0","2","11","6","0","5","20","7","0","13","38","15","0","23","0","0","0","0","1","1","0","0","2","0","0","2","9","7","0","2","101","43","0","58","66","0","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00153101","Stetson University","2018","825","116","1","19","52","0","31","219","595","6","5","383","45","1","10","18","0","16","90","285","5","3","442","71","0","9","34","0","15","129","310","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","287","35","0","6","23","0","8","72","211","2","2","0","0","0","2","0","4","8","0","15","16","0","19","29","0","43","0","0","0","2","0","0","3","0","5","2","0","0","96","0","115","129","0","158","256","0","0","0","0","7","5","0","2","13","3","0","10","35","10","0","25","66","26","0","40","0","0","0","0","3","2","0","1","11","8","0","3","2","0","0","2","185","88","0","97","116","0","140","258","0","0","0","0","5","2","0","3","16","7","0","9","43","17","0","26","75","31","0","44","0","0","0","0","1","1","0","0","11","5","0","6","0","0","0","0","182","95","0","87","127","0","131","24","1","1","0","0","1","1","0","0","0","0","0","0","3","2","0","1","6","4","0","2","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","17","6","0","11","11","0","13"
"00153101","Stetson University","2019","862","125","3","27","49","0","22","226","616","7","13","404","54","1","14","15","0","13","97","295","5","7","458","71","2","13","34","0","9","129","321","2","6","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","298","52","3","14","15","0","1","85","203","0","10","1","0","2","7","0","7","5","0","10","25","0","27","38","0","47","0","0","0","0","0","0","0","0","1","5","0","5","98","0","105","141","0","157","286","0","0","0","0","6","2","0","4","21","6","0","15","37","18","0","19","72","30","0","42","0","0","0","0","2","1","0","1","8","4","0","4","1","1","0","0","211","98","0","113","130","0","156","251","0","0","0","0","7","5","0","2","12","4","0","8","32","9","0","23","63","26","0","37","0","0","0","0","5","4","0","1","12","8","0","4","1","0","0","1","182","88","0","94","118","0","133","27","0","0","0","0","0","0","0","0","1","0","0","1","4","2","0","2","6","3","0","3","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","20","11","0","9","15","0","12"
"00153505","University of Florida","2011","976","113","12","52","62","0","5","244","682","0","50","549","63","5","26","22","0","4","120","396","0","33","427","50","7","26","40","0","1","124","286","0","17","","","","","","","","","","","","976","113","12","52","62","0","5","244","682","0","50","0","0","0","0","0","0","0","0","0","0","0","291","36","5","17","12","0","2","72","201","0","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00153505","University of Florida","2012","960","116","9","39","46","1","19","230","628","4","98","559","64","5","19","20","0","12","120","371","2","66","401","52","4","20","26","1","7","110","257","2","32","","","","","","","","","","","","960","116","9","39","46","1","19","230","628","4","98","0","0","0","0","0","0","0","0","0","0","0","284","31","1","9","10","1","19","71","151","2","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00153505","University of Florida","2013","944","106","13","40","62","0","41","262","620","11","51","544","61","8","21","31","0","26","147","361","3","33","400","45","5","19","31","0","15","115","259","8","18","","","","","","","","","","","","944","106","13","40","62","0","41","262","620","11","51","0","0","0","0","0","0","0","0","0","0","0","314","20","0","11","34","0","37","102","193","4","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
